timestamp,source_entity,destination_entity,source_port,destination_port,protocol,bytes,packets,duration,tcp_flags,syn_count,ack_count,iat_mean,bidirectional_ratio,failed_auth,ttl,tcp_window_size,fragment_flags,retransmission
2026-01-01T00:03:08.448Z,host-04,file-server,52429,8443,6,1162,21,0.978,SYN ACK,1,20,0.1178,0.814,0,64,8192,16384,0
2026-01-01T00:03:41.425Z,host-01,auth-service,50687,53,6,5454,30,1.111,SYN ACK,1,29,0.1294,0.847,0,64,8192,16384,0
2026-01-01T00:03:43.009Z,host-05,auth-service,57489,443,6,5302,21,1.547,SYN ACK,1,20,0.1121,0.691,0,64,65535,16384,0
2026-01-01T00:03:44.655Z,host-07,file-server,46670,443,6,1293,11,1.329,SYN ACK,1,10,0.1182,0.737,0,64,29200,16384,0
2026-01-01T00:03:56.584Z,host-01,web-proxy,55699,53,6,5337,25,0.926,SYN ACK,1,24,0.1056,0.568,0,64,65535,16384,1
2026-01-01T00:03:56.827Z,host-05,file-server,54264,8443,6,1338,5,1.108,SYN ACK,1,4,0.1036,0.756,0,64,64240,16384,0
2026-01-01T00:04:03.942Z,host-02,auth-service,50819,53,6,4161,15,0.492,SYN ACK,1,14,0.0886,0.711,0,64,29200,16384,0
2026-01-01T00:04:20.930Z,host-06,web-proxy,40592,443,6,3503,18,1.445,SYN ACK,1,17,0.0887,0.622,0,64,29200,16384,0
2026-01-01T00:04:23.864Z,host-08,file-server,48690,443,6,3722,30,0.982,SYN ACK,1,29,0.0431,0.806,0,64,65535,16384,1
2026-01-01T00:04:25.781Z,host-04,web-proxy,40264,53,6,2312,30,0.39,SYN ACK,1,29,0.1726,0.732,0,64,29200,16384,0
2026-01-01T00:04:38.146Z,host-08,file-server,55161,80,6,2189,23,0.689,SYN ACK,1,22,0.0843,0.63,0,64,29200,16384,0
2026-01-01T00:04:56.234Z,host-03,auth-service,55945,53,6,5524,29,1.01,SYN ACK,1,28,0.0895,0.627,0,64,65535,16384,0
2026-01-01T00:04:57.648Z,host-07,auth-service,47066,80,6,4658,20,1.068,SYN ACK,1,19,0.1028,0.782,0,64,65535,16384,0
2026-01-01T00:04:58.812Z,host-07,web-proxy,54380,8443,6,954,30,0.243,SYN ACK,1,29,0.0479,0.769,0,64,65535,16384,0
2026-01-01T00:05:08.691Z,host-02,auth-service,48919,443,6,2394,17,1.422,SYN ACK,1,16,0.0776,0.77,0,64,65535,16384,0
2026-01-01T00:05:09.728Z,host-08,web-proxy,47496,8443,6,1243,7,1.19,SYN ACK,1,6,0.1355,0.628,0,64,64240,16384,0
2026-01-01T00:05:10.247Z,host-01,auth-service,52741,53,6,4889,28,0.863,SYN ACK,1,27,0.1323,0.806,0,64,29200,16384,0
2026-01-01T00:05:40.866Z,host-08,web-proxy,41544,80,6,1723,20,1.448,SYN ACK,1,19,0.1088,0.691,0,64,64240,16384,0
2026-01-01T00:05:47.758Z,host-02,file-server,55884,443,6,1008,25,1.023,SYN ACK,1,24,0.0546,0.598,0,64,29200,16384,1
2026-01-01T00:05:48.662Z,host-03,web-proxy,48466,8443,6,1648,28,0.909,SYN ACK,1,27,0.1585,0.642,0,64,64240,16384,0
2026-01-01T00:05:50.165Z,host-03,web-proxy,55190,80,6,1186,13,1.065,SYN ACK,1,12,0.0678,0.631,0,64,65535,16384,0
2026-01-01T00:05:50.579Z,host-03,web-proxy,44460,80,6,4473,7,1.149,SYN ACK,1,6,0.097,0.681,0,64,29200,16384,0
2026-01-01T00:05:50.987Z,host-06,auth-service,55450,443,6,4474,24,1.106,SYN ACK,1,23,0.104,0.945,0,64,29200,16384,0
2026-01-01T00:06:10.463Z,host-03,web-proxy,48547,8443,6,4868,6,1.133,SYN ACK,1,5,0.0721,0.754,0,64,29200,16384,0
2026-01-01T00:06:20.096Z,host-06,file-server,48321,8443,6,3947,21,1.271,SYN ACK,1,20,0.0918,0.899,0,64,64240,16384,0
2026-01-01T00:06:26.339Z,host-01,web-proxy,53522,80,6,1188,30,0.539,SYN ACK,1,29,0.1359,0.706,0,64,8192,16384,0
2026-01-01T00:06:26.930Z,host-07,file-server,48735,53,6,3801,5,1.105,SYN ACK,1,4,0.0981,0.595,0,64,65535,16384,0
2026-01-01T00:06:29.220Z,host-03,file-server,58013,443,6,5840,10,1.2,SYN ACK,1,9,0.0818,0.543,0,64,65535,16384,0
2026-01-01T00:06:30.578Z,host-05,auth-service,45057,53,6,5229,4,1.032,SYN ACK,1,3,0.1397,0.645,0,64,8192,16384,0
2026-01-01T00:06:42.440Z,host-07,web-proxy,41973,53,6,2646,11,1.753,SYN ACK,1,10,0.1269,0.584,0,64,65535,16384,1
2026-01-01T00:07:13.131Z,host-06,web-proxy,55364,443,6,5695,17,1.059,SYN ACK,1,16,0.0555,0.755,0,64,29200,16384,0
2026-01-01T00:07:16.848Z,host-02,web-proxy,55268,443,6,4421,12,1.309,SYN ACK,1,11,0.1067,0.713,0,64,64240,16384,0
2026-01-01T00:07:22.775Z,host-04,auth-service,48009,53,6,983,6,1.038,SYN ACK,1,5,0.107,0.555,0,64,64240,16384,0
2026-01-01T00:07:24.382Z,host-08,file-server,58073,80,6,4731,23,1.238,SYN ACK,1,22,0.0749,0.85,0,64,64240,16384,0
2026-01-01T00:07:33.502Z,host-08,file-server,40153,53,6,1196,5,0.834,SYN ACK,1,4,0.0361,0.63,0,64,64240,16384,0
2026-01-01T00:07:47.261Z,host-06,file-server,40590,443,6,3021,21,1.63,SYN ACK,1,20,0.0481,0.586,0,64,65535,16384,0
2026-01-01T00:07:48.436Z,host-04,file-server,43283,53,6,2713,10,0.632,SYN ACK,1,9,0.1125,0.523,0,64,65535,16384,1
2026-01-01T00:07:56.316Z,host-06,auth-service,43755,443,6,2755,6,0.919,SYN ACK,1,5,0.1016,0.634,0,64,29200,16384,0
2026-01-01T00:08:07.405Z,host-03,auth-service,54047,80,6,3360,9,1.173,SYN ACK,1,8,0.1352,0.817,0,64,64240,16384,0
2026-01-01T00:08:17.271Z,host-07,auth-service,47880,80,6,924,24,1.007,SYN ACK,1,23,0.1337,0.938,0,64,29200,16384,0
2026-01-01T00:08:17.850Z,host-03,file-server,52068,53,6,3324,4,0.753,SYN ACK,1,3,0.1284,0.796,0,64,64240,16384,0
2026-01-01T00:08:18.616Z,host-02,web-proxy,45345,80,6,5941,29,1.406,SYN ACK,1,28,0.1006,0.732,0,64,65535,16384,0
2026-01-01T00:08:26.661Z,host-08,file-server,53567,53,6,3055,19,1.202,SYN ACK,1,18,0.0783,0.95,0,64,29200,16384,0
2026-01-01T00:08:29.023Z,host-02,auth-service,54970,8443,6,5378,11,1.565,SYN ACK,1,10,0.059,0.548,0,64,29200,16384,0
2026-01-01T00:08:31.165Z,host-02,web-proxy,44220,443,6,3374,18,0.989,SYN ACK,1,17,0.1208,0.613,0,64,64240,16384,0
2026-01-01T00:08:49.421Z,host-07,file-server,52211,53,6,2794,20,0.816,SYN ACK,1,19,0.1414,0.59,0,64,64240,16384,0
2026-01-01T00:08:53.321Z,host-06,web-proxy,49545,53,6,2558,26,0.924,SYN ACK,1,25,0.1068,0.799,0,64,65535,16384,1
2026-01-01T00:08:54.877Z,host-06,auth-service,47209,80,6,2941,19,1.004,SYN ACK,1,18,0.0571,0.782,0,64,29200,16384,0
2026-01-01T00:09:10.011Z,host-04,auth-service,49065,53,6,5478,11,1.261,SYN ACK,1,10,0.071,0.559,0,64,29200,16384,0
2026-01-01T00:09:15.494Z,host-05,file-server,40543,53,6,2004,7,1.281,SYN ACK,1,6,0.0762,0.782,0,64,29200,16384,1
2026-01-01T00:09:17.334Z,host-02,auth-service,58121,80,6,3524,19,1.309,SYN ACK,1,18,0.1114,0.738,0,64,29200,16384,0
2026-01-01T00:09:23.800Z,host-02,auth-service,50253,443,6,5920,8,1.256,SYN ACK,1,7,0.1041,0.627,0,64,64240,16384,0
2026-01-01T00:09:37.344Z,host-02,web-proxy,43663,53,6,5129,14,1.667,SYN ACK,1,13,0.1551,0.532,0,64,29200,16384,0
2026-01-01T00:09:44.211Z,host-07,file-server,53711,80,6,4374,11,0.611,SYN ACK,1,10,0.1011,0.802,0,64,29200,16384,0
2026-01-01T00:09:51.978Z,host-08,web-proxy,43774,443,6,3730,30,1.032,SYN ACK,1,29,0.1156,0.814,0,64,8192,16384,0
2026-01-01T00:10:02.898Z,host-08,file-server,46307,8443,6,4414,13,1.403,SYN ACK,1,12,0.0995,0.719,0,64,65535,16384,0
2026-01-01T00:10:04.726Z,host-08,file-server,42907,443,6,2637,28,1.394,SYN ACK,1,27,0.0868,0.677,0,64,65535,16384,0
2026-01-01T00:10:08.254Z,host-02,file-server,45115,8443,6,2740,6,0.977,SYN ACK,1,5,0.1845,0.616,0,64,8192,16384,0
2026-01-01T00:10:09.847Z,host-02,web-proxy,51319,8443,6,4885,4,0.834,SYN ACK,1,3,0.1109,0.71,0,64,65535,16384,0
2026-01-01T00:10:11.488Z,host-05,web-proxy,57397,443,6,4144,18,0.369,SYN ACK,1,17,0.0979,0.559,0,64,65535,16384,1
2026-01-01T00:10:12.550Z,host-05,web-proxy,53917,8443,6,5502,18,1.197,SYN ACK,1,17,0.0777,0.503,0,64,29200,16384,0
2026-01-01T00:10:13.316Z,host-04,file-server,59918,80,6,2961,29,1.001,SYN ACK,1,28,0.1039,0.615,0,64,8192,16384,1
2026-01-01T00:10:14.347Z,host-03,file-server,47109,8443,6,4235,6,0.971,SYN ACK,1,5,0.1167,0.775,0,64,8192,16384,0
2026-01-01T00:10:19.540Z,host-06,auth-service,53828,8443,6,5072,8,0.412,SYN ACK,1,7,0.1414,0.953,0,64,65535,16384,0
2026-01-01T00:10:26.949Z,host-06,auth-service,46831,53,6,4679,23,1.106,SYN ACK,1,22,0.0906,0.624,0,64,65535,16384,0
2026-01-01T00:10:58.438Z,host-08,file-server,41527,53,6,1430,6,0.99,SYN ACK,1,5,0.1366,0.744,0,64,8192,16384,0
2026-01-01T00:11:27.939Z,host-08,web-proxy,40591,8443,6,4924,19,1.079,SYN ACK,1,18,0.081,0.779,0,64,8192,16384,0
2026-01-01T00:11:32.796Z,host-03,file-server,48785,80,6,2348,23,0.408,SYN ACK,1,22,0.1236,0.694,0,64,65535,16384,0
2026-01-01T00:11:37.899Z,host-01,auth-service,51382,443,6,4819,4,1.314,SYN ACK,1,3,0.0579,0.701,0,64,65535,16384,0
2026-01-01T00:11:48.666Z,host-06,web-proxy,50936,8443,6,3975,12,0.952,SYN ACK,1,11,0.14,0.915,0,64,8192,16384,0
2026-01-01T00:11:54.043Z,host-06,web-proxy,56775,443,6,3362,25,1.254,SYN ACK,1,24,0.1266,0.763,0,64,29200,16384,0
2026-01-01T00:11:55.477Z,host-03,web-proxy,59950,443,6,5789,11,1.327,SYN ACK,1,10,0.09,0.686,0,64,64240,16384,0
2026-01-01T00:12:11.072Z,host-05,web-proxy,53213,443,6,3797,20,0.871,SYN ACK,1,19,0.1284,0.805,0,64,65535,16384,0
2026-01-01T00:12:12.648Z,host-02,file-server,58906,8443,6,5052,13,1.406,SYN ACK,1,12,0.1415,0.568,0,64,29200,16384,0
2026-01-01T00:12:13.087Z,host-01,auth-service,46921,443,6,1224,12,1.166,SYN ACK,1,11,0.0458,0.854,0,64,65535,16384,0
2026-01-01T00:12:15.511Z,host-04,web-proxy,43481,53,6,1218,27,1.491,SYN ACK,1,26,0.1305,0.823,0,64,29200,16384,0
2026-01-01T00:12:20.611Z,host-03,file-server,50019,8443,6,459,19,0.788,SYN ACK,1,18,0.1167,0.617,0,64,29200,16384,1
2026-01-01T00:12:22.054Z,host-07,auth-service,41496,80,6,852,24,0.818,SYN ACK,1,23,0.1223,0.727,0,64,29200,16384,0
2026-01-01T00:12:22.376Z,host-04,auth-service,52058,443,6,1909,29,0.97,SYN ACK,1,28,0.039,0.927,0,64,64240,16384,0
2026-01-01T00:12:22.708Z,host-07,web-proxy,40242,80,6,4090,16,0.698,SYN ACK,1,15,0.103,0.659,0,64,65535,16384,0
2026-01-01T00:12:25.227Z,host-08,web-proxy,55155,443,6,3964,8,1.052,SYN ACK,1,7,0.1346,0.656,0,64,65535,16384,1
2026-01-01T00:12:28.984Z,host-04,auth-service,45323,80,6,3088,20,1.07,SYN ACK,1,19,0.0815,0.704,0,64,8192,16384,0
2026-01-01T00:12:46.105Z,host-07,web-proxy,53351,53,6,4206,12,0.709,SYN ACK,1,11,0.0911,0.796,0,64,64240,16384,0
2026-01-01T00:12:52.480Z,host-07,file-server,56661,53,6,1828,6,1.057,SYN ACK,1,5,0.1054,0.685,0,64,65535,16384,0
2026-01-01T00:13:03.164Z,host-01,file-server,41652,53,6,5984,7,1.043,SYN ACK,1,6,0.1366,0.621,0,64,8192,16384,0
2026-01-01T00:13:07.815Z,host-01,web-proxy,52360,80,6,4981,8,1.257,SYN ACK,1,7,0.0973,0.784,0,64,8192,16384,0
2026-01-01T00:13:15.508Z,host-01,web-proxy,54079,80,6,2754,21,0.507,SYN ACK,1,20,0.107,0.604,0,64,64240,16384,0
2026-01-01T00:13:17.507Z,host-04,file-server,45481,53,6,3337,23,1.56,SYN ACK,1,22,0.1022,0.815,0,64,29200,16384,0
2026-01-01T00:13:18.826Z,host-07,file-server,43150,53,6,2048,4,0.889,SYN ACK,1,3,0.0963,0.665,0,64,29200,16384,1
2026-01-01T00:13:19.288Z,host-03,web-proxy,44196,80,6,468,20,1.41,SYN ACK,1,19,0.0894,0.801,0,64,65535,16384,0
2026-01-01T00:13:23.826Z,host-04,web-proxy,56725,8443,6,971,8,0.76,SYN ACK,1,7,0.0632,0.712,0,64,64240,16384,0
2026-01-01T00:13:51.678Z,host-03,auth-service,45525,53,6,1801,9,0.879,SYN ACK,1,8,0.1044,0.829,0,64,29200,16384,0
2026-01-01T00:13:52.968Z,host-03,file-server,51190,443,6,563,17,0.715,SYN ACK,1,16,0.0777,0.811,0,64,65535,16384,0
2026-01-01T00:14:10.729Z,host-08,file-server,40287,8443,6,1547,13,1.053,SYN ACK,1,12,0.1172,0.555,0,64,65535,16384,0
2026-01-01T00:14:11.833Z,host-02,web-proxy,51349,443,6,5733,7,1.038,SYN ACK,1,6,0.1512,0.71,0,64,64240,16384,0
2026-01-01T00:14:19.913Z,host-02,auth-service,58802,443,6,838,15,1.03,SYN ACK,1,14,0.0693,0.719,0,64,65535,16384,0
2026-01-01T00:14:24.836Z,host-05,web-proxy,57828,443,6,4964,20,0.89,SYN ACK,1,19,0.1503,0.743,0,64,8192,16384,1
2026-01-01T00:14:27.303Z,host-08,file-server,58195,53,6,530,30,1.313,SYN ACK,1,29,0.1375,0.68,0,64,64240,16384,0
2026-01-01T00:14:30.511Z,host-07,auth-service,56296,80,6,5769,17,0.316,SYN ACK,1,16,0.1401,0.599,0,64,8192,16384,0
2026-01-01T00:14:36.758Z,host-04,web-proxy,53089,80,6,1812,20,1.172,SYN ACK,1,19,0.1183,0.71,0,64,8192,16384,0
2026-01-01T00:14:38.631Z,host-08,file-server,53392,443,6,2819,24,1.377,SYN ACK,1,23,0.0701,0.718,0,64,8192,16384,0
2026-01-01T00:14:40.023Z,host-01,auth-service,46192,8443,6,1434,5,1.324,SYN ACK,1,4,0.0997,0.793,0,64,8192,16384,0
2026-01-01T00:14:50.365Z,host-02,web-proxy,53115,443,6,1114,26,0.919,SYN ACK,1,25,0.2087,0.745,0,64,8192,16384,0
2026-01-01T00:15:03.234Z,host-02,file-server,57365,53,6,4465,11,1.241,SYN ACK,1,10,0.0732,0.783,0,64,8192,16384,1
2026-01-01T00:15:03.547Z,host-06,web-proxy,40390,8443,6,4313,22,0.617,SYN ACK,1,21,0.1113,0.716,0,64,65535,16384,0
2026-01-01T00:15:04.138Z,host-06,auth-service,40575,443,6,507,29,1.143,SYN ACK,1,28,0.1102,0.743,0,64,8192,16384,0
2026-01-01T00:15:15.427Z,host-04,auth-service,47803,8443,6,5828,12,0.825,SYN ACK,1,11,0.1456,0.559,0,64,8192,16384,0
2026-01-01T00:15:26.976Z,host-04,web-proxy,49856,53,6,1667,17,1.037,SYN ACK,1,16,0.0724,0.614,0,64,64240,16384,0
2026-01-01T00:15:28.665Z,host-02,file-server,41494,80,6,2812,24,1.37,SYN ACK,1,23,0.0788,0.706,0,64,65535,16384,1
2026-01-01T00:15:31.257Z,host-01,web-proxy,47162,53,6,3484,6,0.771,SYN ACK,1,5,0.1184,0.699,0,64,29200,16384,0
2026-01-01T00:15:33.115Z,host-05,file-server,50375,53,6,2998,9,1.436,SYN ACK,1,8,0.0766,0.666,0,64,65535,16384,0
2026-01-01T00:15:45.669Z,host-03,file-server,50144,80,6,1486,5,1.075,SYN ACK,1,4,0.1132,0.736,0,64,64240,16384,0
2026-01-01T00:15:51.880Z,host-01,file-server,41066,443,6,2449,8,0.46,SYN ACK,1,7,0.0856,0.703,0,64,8192,16384,0
2026-01-01T00:16:02.737Z,host-06,auth-service,46659,135,6,93,2,1.183,SYN RST,1,1,1.9849,0.666,0,64,5840,0,0
2026-01-01T00:16:03.851Z,host-06,host-06,56116,3306,6,47,2,0.89,SYN RST,1,1,2.3913,0.713,0,61,5840,16384,0
2026-01-01T00:16:21.484Z,host-05,file-server,40537,80,6,1516,22,0.843,SYN ACK,1,21,0.12,0.721,0,64,29200,16384,0
2026-01-01T00:16:22.744Z,host-04,auth-service,41601,443,6,5616,8,1.343,SYN ACK,1,7,0.1193,0.66,0,64,65535,16384,0
2026-01-01T00:16:35.715Z,host-06,auth-service,48560,22,6,54,2,1.441,SYN RST,1,1,2.9876,0.661,0,64,2920,0,0
2026-01-01T00:16:35.750Z,host-07,web-proxy,47002,443,6,4089,6,1.13,SYN ACK,1,5,0.0935,0.59,0,64,8192,16384,0
2026-01-01T00:16:37.982Z,host-02,auth-service,43183,443,6,1551,29,1.084,SYN ACK,1,28,0.1223,1.0,0,64,64240,16384,1
2026-01-01T00:16:39.196Z,host-06,file-server,54255,443,6,4719,14,1.448,SYN ACK,1,13,0.0946,0.707,0,64,8192,16384,0
2026-01-01T00:16:39.544Z,host-06,file-server,45509,8443,6,5286,28,0.658,SYN ACK,1,27,0.1296,0.623,0,64,8192,16384,0
2026-01-01T00:16:50.677Z,host-06,auth-service,51315,80,6,1964,16,1.142,SYN ACK,1,15,0.1013,0.635,0,64,29200,16384,0
2026-01-01T00:16:53.993Z,host-01,web-proxy,48687,8443,6,3798,17,1.223,SYN ACK,1,16,0.0849,0.833,0,64,64240,16384,0
2026-01-01T00:16:56.564Z,host-01,file-server,46938,80,6,1247,10,0.446,SYN ACK,1,9,0.0673,0.687,0,64,64240,16384,0
2026-01-01T00:17:02.350Z,host-06,host-03,48383,1433,6,51,2,0.655,SYN RST,1,1,1.2779,0.627,0,64,5840,0,0
2026-01-01T00:17:07.136Z,host-02,auth-service,54853,8443,6,4815,7,1.354,SYN ACK,1,6,0.1069,0.56,0,64,64240,16384,0
2026-01-01T00:17:10.163Z,host-06,host-06,48733,3306,6,61,2,1.02,SYN RST,1,1,3.1477,0.693,0,61,5840,0,0
2026-01-01T00:17:10.599Z,host-06,web-proxy,44850,80,6,2841,18,0.532,SYN ACK,1,17,0.1043,0.742,0,64,65535,16384,0
2026-01-01T00:17:15.070Z,host-08,file-server,40454,80,6,5201,18,0.946,SYN ACK,1,17,0.0298,0.641,0,64,8192,16384,0
2026-01-01T00:17:15.088Z,host-08,web-proxy,43530,8443,6,2674,5,0.484,SYN ACK,1,4,0.0792,0.827,0,64,64240,16384,0
2026-01-01T00:17:16.177Z,host-06,auth-service,56915,88,6,180,3,0.913,SYN ACK RST,1,2,1.0687,0.723,1,48,5840,0,0
2026-01-01T00:17:19.758Z,host-05,auth-service,48998,443,6,3033,11,1.125,SYN ACK,1,10,0.1289,0.69,0,64,65535,16384,0
2026-01-01T00:17:20.630Z,host-01,file-server,57801,8443,6,3923,9,1.093,SYN ACK,1,8,0.0767,0.609,0,64,8192,16384,1
2026-01-01T00:17:22.853Z,host-02,auth-service,51309,80,6,3231,11,1.142,SYN ACK,1,10,0.0073,0.583,0,64,65535,16384,0
2026-01-01T00:17:44.570Z,host-06,auth-service,48256,8443,6,2707,24,1.104,SYN ACK,1,23,0.071,0.763,0,64,29200,16384,0
2026-01-01T00:17:48.309Z,host-06,host-01,49353,80,6,83,2,0.754,SYN RST,1,1,2.774,0.523,0,48,2920,16384,1
2026-01-01T00:17:48.915Z,host-03,auth-service,51600,443,6,3235,23,0.875,SYN ACK,1,22,0.0591,0.765,0,64,8192,16384,0
2026-01-01T00:17:52.257Z,host-05,web-proxy,50199,80,6,2237,4,1.142,SYN ACK,1,3,0.1238,0.562,0,64,65535,16384,0
2026-01-01T00:18:00.450Z,host-06,host-08,45465,445,6,100,2,1.028,SYN RST,1,1,1.5213,0.63,0,61,5840,0,0
2026-01-01T00:18:03.489Z,host-06,host-08,47637,5432,6,46,2,1.184,SYN RST,1,1,2.6393,0.787,0,64,2920,0,0
2026-01-01T00:18:08.819Z,host-06,web-proxy,47070,3389,6,109,2,0.779,SYN RST,1,1,2.7527,0.748,0,48,2920,0,0
2026-01-01T00:18:12.805Z,host-03,web-proxy,56328,53,6,2215,20,1.067,SYN ACK,1,19,0.1115,0.803,0,64,64240,16384,0
2026-01-01T00:18:14.497Z,host-04,web-proxy,40139,443,6,5626,6,1.125,SYN ACK,1,5,0.1062,0.682,0,64,65535,16384,0
2026-01-01T00:18:18.125Z,host-05,web-proxy,45707,80,6,5248,18,1.429,SYN ACK,1,17,0.0793,0.738,0,64,29200,16384,0
2026-01-01T00:18:21.245Z,host-01,web-proxy,51537,53,6,4874,7,0.688,SYN ACK,1,6,0.1176,0.859,0,64,65535,16384,0
2026-01-01T00:18:22.258Z,host-08,file-server,48964,443,6,5057,20,0.964,SYN ACK,1,19,0.0953,0.728,0,64,29200,16384,0
2026-01-01T00:18:23.378Z,host-08,web-proxy,42329,443,6,3976,24,0.544,SYN ACK,1,23,0.1146,0.825,0,64,8192,16384,0
2026-01-01T00:18:32.597Z,host-01,file-server,41402,80,6,1890,25,1.401,SYN ACK,1,24,0.1057,0.603,0,64,65535,16384,0
2026-01-01T00:18:34.618Z,host-06,host-03,42849,22,6,70,2,0.877,SYN RST,1,1,2.2428,0.729,0,64,2920,16384,0
2026-01-01T00:18:46.376Z,host-08,web-proxy,41787,8443,6,4876,11,0.74,SYN ACK,1,10,0.0643,0.823,0,64,65535,16384,1
2026-01-01T00:18:51.001Z,host-03,file-server,59140,443,6,1188,26,1.055,SYN ACK,1,25,0.0756,0.89,0,64,64240,16384,0
2026-01-01T00:19:12.748Z,host-06,file-server,54079,80,6,3471,30,0.427,SYN ACK,1,29,0.1623,0.528,0,64,29200,16384,0
2026-01-01T00:19:14.408Z,host-08,web-proxy,53686,8443,6,4951,27,1.697,SYN ACK,1,26,0.0594,0.73,0,64,64240,16384,0
2026-01-01T00:19:18.866Z,host-08,file-server,46564,8443,6,1758,11,1.306,SYN ACK,1,10,0.0987,0.448,0,64,65535,16384,1
